"PLAN_INDEX","TOOL_IDENTIFIER","COUNTRY","COUNT"
"2455","PDM 1.0","Germany","20700"
"2456","PDM 1.0","Ghana","7"
"2457","PDM 1.0","Gibraltar","1"
"2458","PDM 1.0","Greece","40"
"2459","PDM 1.0","Greenland","0"
"2460","PDM 1.0","Grenada","0"
"2461","PDM 1.0","Guadeloupe","0"
"2462","PDM 1.0","Guam","0"
"2463","PDM 1.0","Guatemala","1"
"2464","PDM 1.0","Guinea","0"
"2465","PDM 1.0","Guinea-Bissau","0"
"2466","PDM 1.0","Guyana","0"
"2467","PDM 1.0","Haiti","1"
"2468","PDM 1.0","Heard Island and Mcdonald Islands","0"
"2469","PDM 1.0","Holy See (Vatican City State)","0"
"2470","PDM 1.0","Honduras","1"
"2471","PDM 1.0","Hong Kong","74"
"2472","PDM 1.0","Hungary","57"
"2473","PDM 1.0","Iceland","13"
"2474","PDM 1.0","India","418"
"2475","PDM 1.0","Indonesia","54"
"2476","PDM 1.0","Iran, Islamic Republic of","20"
"2477","PDM 1.0","Iraq","3"
"2478","PDM 1.0","Ireland","655"
"2479","PDM 1.0","Israel","6"
"2480","PDM 1.0","Italy","1060"
"2481","PDM 1.0","Jamaica","0"
"2482","PDM 1.0","Japan","378"
"2483","PDM 1.0","Jordan","1"
"2484","PDM 1.0","Kazakhstan","1"
"2485","PDM 1.0","Kenya","23"
"2486","PDM 1.0","Kiribati","0"
"2487","PDM 1.0","Korea, Democratic People's Republic of","0"
"2488","PDM 1.0","Korea, Republic of","78"
"2489","PDM 1.0","Kuwait","0"
"2490","PDM 1.0","Kyrgyzstan","1"
"2491","PDM 1.0","Lao People's Democratic Republic","0"
"2492","PDM 1.0","Latvia","8"
"2493","PDM 1.0","Lebanon","5"
"2494","PDM 1.0","Lesotho","2"
"2495","PDM 1.0","Liberia","0"
"2496","PDM 1.0","Libyan Arab Jamahiriya","2"
"2497","PDM 1.0","Liechtenstein","2"
"2498","PDM 1.0","Lithuania","46"
"2499","PDM 1.0","Luxembourg","10"
"2500","PDM 1.0","Macao","1"
"2501","PDM 1.0","Macedonia, the Former Yugosalv Republic of","1"
"2502","PDM 1.0","Madagascar","366"
"2503","PDM 1.0","Malawi","2"
"2504","PDM 1.0","Malaysia","46"
"2505","PDM 1.0","Maldives","0"
"2506","PDM 1.0","Mali","0"
"2507","PDM 1.0","Malta","6"
"2508","PDM 1.0","Marshall Islands","0"
"2509","PDM 1.0","Martinique","0"
"2510","PDM 1.0","Mauritania","0"
"2511","PDM 1.0","Mauritius","0"
"2512","PDM 1.0","Mayotte","0"
"2513","PDM 1.0","Mexico","27"
"2514","PDM 1.0","Micronesia, Federated States of","0"
"2515","PDM 1.0","Moldova, Republic of","7"
"2516","PDM 1.0","Monaco","0"
"2517","PDM 1.0","Mongolia","2"
"2518","PDM 1.0","Montserrat","0"
"2519","PDM 1.0","Morocco","1"
"2520","PDM 1.0","Mozambique","2"
"2521","PDM 1.0","Myanmar","1"
"2522","PDM 1.0","Namibia","2"
"2523","PDM 1.0","Nauru","0"
"2524","PDM 1.0","Nepal","2"
"2525","PDM 1.0","Netherlands","3350"
"2526","PDM 1.0","Netherlands Antilles","0"
"2527","PDM 1.0","New Caledonia","2"
"2528","PDM 1.0","New Zealand","58"
"2529","PDM 1.0","Nicaragua","0"
"2530","PDM 1.0","Niger","0"
"2531","PDM 1.0","Nigeria","35"
"2532","PDM 1.0","Niue","0"
"2533","PDM 1.0","Norfolk Island","0"
"2534","PDM 1.0","Northern Mariana Islands","0"
"2535","PDM 1.0","Norway","36"
"2536","PDM 1.0","Oman","0"
"2537","PDM 1.0","Pakistan","7"
"2538","PDM 1.0","Palau","0"
"2539","PDM 1.0","Palestinian Territory","5"
"2540","PDM 1.0","Panama","1"
"2541","PDM 1.0","Papua New Guinea","0"
"2542","PDM 1.0","Paraguay","0"
"2543","PDM 1.0","Peru","6"
"2544","PDM 1.0","Philippines","17"
"2545","PDM 1.0","Pitcairn","0"
"2546","PDM 1.0","Poland","12000"
"2547","PDM 1.0","Portugal","91"
"2548","PDM 1.0","Puerto Rico","1"
"2549","PDM 1.0","Qatar","8"
"2550","PDM 1.0","Reunion","2"
"2551","PDM 1.0","Romania","15"
"2552","PDM 1.0","Russian Federation","84"
"2553","PDM 1.0","Rwanda","28"
"2554","PDM 1.0","Saint Helena","7"
"2555","PDM 1.0","Saint Kitts and Nevis","0"
"2556","PDM 1.0","Saint Lucia","0"
"2557","PDM 1.0","Saint Pierre and Miquelon","0"
"2558","PDM 1.0","Saint Vincent and the Grenadines","0"
"2559","PDM 1.0","Samoa","2"
"2560","PDM 1.0","San Marino","0"
"2561","PDM 1.0","Sao Tome and Principe","0"
"2562","PDM 1.0","Saudi Arabia","27"
"2563","PDM 1.0","Senegal","1"
"2564","PDM 1.0","Serbia and Montenegro","9430000"
"2565","PDM 1.0","Seychelles","0"
"2566","PDM 1.0","Sierra Leone","1"
"2567","PDM 1.0","Singapore","64"
"2568","PDM 1.0","Slovakia","7"
"2569","PDM 1.0","Slovenia","10"
"2570","PDM 1.0","Solomon Islands","0"
"2571","PDM 1.0","Somalia","84"
"2572","PDM 1.0","South Africa","121"
"2573","PDM 1.0","South Georgia and the South Sandwich Islands","0"
"2574","PDM 1.0","Spain","2810"
"2575","PDM 1.0","Sri Lanka","7"
"2576","PDM 1.0","Sudan","0"
"2577","PDM 1.0","Suriname","0"
"2578","PDM 1.0","Svalbard and Jan Mayen","0"
"2579","PDM 1.0","Swaziland","0"
"2580","PDM 1.0","Sweden","442"
"2581","PDM 1.0","Switzerland","1040"
"2582","PDM 1.0","Syrian Arab Republic","1"
"2583","PDM 1.0","Taiwan, Province of China","56"
"2584","PDM 1.0","Tajikistan","0"
"2585","PDM 1.0","Tanzania, United Republic of","4"
"2586","PDM 1.0","Thailand","12"
"2587","PDM 1.0","Togo","1"
"2588","PDM 1.0","Tokelau","0"
"2589","PDM 1.0","Tonga","1"
"2590","PDM 1.0","Trinidad and Tobago","5"
"2591","PDM 1.0","Tunisia","0"
"2592","PDM 1.0","Turkey","33"
"2593","PDM 1.0","Turkmenistan","0"
"2594","PDM 1.0","Turks and Caicos Islands","0"
"2595","PDM 1.0","Tuvalu","0"
"2596","PDM 1.0","Uganda","31"
"2597","PDM 1.0","Ukraine","22"
"2598","PDM 1.0","United Arab Emirates","2"
"2599","PDM 1.0","United Kingdom","9240"
"2600","PDM 1.0","United States","8900000"
"2601","PDM 1.0","United States Minor Outlying Islands","0"
"2602","PDM 1.0","Uruguay","6"
"2603","PDM 1.0","Uzbekistan","2"
"2604","PDM 1.0","Vanuatu","0"
"2605","PDM 1.0","Venezuela","0"
"2606","PDM 1.0","Vietnam","1"
"2607","PDM 1.0","Virgin Islands, British","2"
"2608","PDM 1.0","Virgin Islands, U.S.","0"
"2609","PDM 1.0","Wallis and Futuna","0"
"2610","PDM 1.0","Western Sahara","0"
"2611","PDM 1.0","Yemen","1"
"2612","PDM 1.0","Yugoslavia","0"
"2613","PDM 1.0","Zambia","4"
"2614","PDM 1.0","Zimbabwe","0"
"2615","CC0 1.0","Afghanistan","2"
"2616","CC0 1.0","Albania","2"
"2617","CC0 1.0","Algeria","8"
"2618","CC0 1.0","American Samoa","1"
"2619","CC0 1.0","Andorra","0"
"2620","CC0 1.0","Angola","2"
"2621","CC0 1.0","Anguilla","0"
"2622","CC0 1.0","Antarctica","0"
"2623","CC0 1.0","Antigua and Barbuda","0"
"2624","CC0 1.0","Argentina","104"
"2625","CC0 1.0","Armenia","1850"
"2626","CC0 1.0","Aruba","268"
"2627","CC0 1.0","Australia","7310"
"2628","CC0 1.0","Austria","888"
"2629","CC0 1.0","Azerbaijan","3"
"2630","CC0 1.0","Bahamas","0"
"2631","CC0 1.0","Bahrain","1"
"2632","CC0 1.0","Bangladesh","2"
"2633","CC0 1.0","Barbados","0"
"2634","CC0 1.0","Belarus","5"
"2635","CC0 1.0","Belgium","2560"
"2636","CC0 1.0","Belize","0"
"2637","CC0 1.0","Benin","9"
"2638","CC0 1.0","Bermuda","0"
"2639","CC0 1.0","Bhutan","2310"
"2640","CC0 1.0","Bolivia","2"
"2641","CC0 1.0","Bosnia and Herzegovina","7"
"2642","CC0 1.0","Botswana","3"
"2643","CC0 1.0","Bouvet Island","0"
"2644","CC0 1.0","Brazil","2100"
"2645","CC0 1.0","British Indian Ocean Territory","0"
"2646","CC0 1.0","Brunei Darussalam","2"
"2647","CC0 1.0","Bulgaria","63"
"2648","CC0 1.0","Burkina Faso","1"
"2649","CC0 1.0","Burundi","2"
"2650","CC0 1.0","Cambodia","0"
"2651","CC0 1.0","Cameroon","0"
"2652","CC0 1.0","Canada","5950"
"2653","CC0 1.0","Cape Verde","1"
"2654","CC0 1.0","Cayman Islands","0"
"2655","CC0 1.0","Central African Republic","0"
"2656","CC0 1.0","Chad","0"
"2657","CC0 1.0","Chile","207"
"2658","CC0 1.0","China","9730"
"2659","CC0 1.0","Christmas Island","1"
"2660","CC0 1.0","Cocos (Keeling) Islands","0"
"2661","CC0 1.0","Colombia","750"
"2662","CC0 1.0","Comoros","0"
"2663","CC0 1.0","Congo","0"
"2664","CC0 1.0","Congo, the Democratic Republic of the","1"
"2665","CC0 1.0","Cook Islands","25"
"2666","CC0 1.0","Costa Rica","7"
"2667","CC0 1.0","Cote D'ivoire","0"
"2668","CC0 1.0","Croatia (Hrvatska)","124"
"2669","CC0 1.0","Cuba","0"
"2670","CC0 1.0","Cyprus","5"
"2671","CC0 1.0","Czech Republic","594"
"2672","CC0 1.0","Denmark","1360"
"2673","CC0 1.0","Djibouti","0"
"2674","CC0 1.0","Dominica","1"
"2675","CC0 1.0","Dominican Republic","0"
"2676","CC0 1.0","East Timor","0"
"2677","CC0 1.0","Ecuador","79"
"2678","CC0 1.0","Egypt","29"
"2679","CC0 1.0","El Salvador","5"
"2680","CC0 1.0","Equatorial Guinea","0"
"2681","CC0 1.0","Eritrea","0"
"2682","CC0 1.0","Estonia","29"
"2683","CC0 1.0","Ethiopia","47"
"2684","CC0 1.0","European Union","0"
"2685","CC0 1.0","Falkland Islands (Malvinas)","0"
"2686","CC0 1.0","Faroe Islands","3"
"2687","CC0 1.0","Fiji","10"
"2688","CC0 1.0","Finland","3520"
"2689","CC0 1.0","France","7710"
"2690","CC0 1.0","France, Metropolitan","0"
"2691","CC0 1.0","French Guiana","1"
"2692","CC0 1.0","French Polynesia","0"
"2693","CC0 1.0","French Southern Territories","0"
"2694","CC0 1.0","Gabon","0"
"2695","CC0 1.0","Gambia","0"
"2696","CC0 1.0","Georgia","3"
"2697","CC0 1.0","Germany","94400"
"2698","CC0 1.0","Ghana","69"
"2699","CC0 1.0","Gibraltar","1"
"2700","CC0 1.0","Greece","265"
"2701","CC0 1.0","Greenland","0"
"2702","CC0 1.0","Grenada","0"
"2703","CC0 1.0","Guadeloupe","0"
"2704","CC0 1.0","Guam","0"
"2705","CC0 1.0","Guatemala","4"
"2706","CC0 1.0","Guinea","0"
"2707","CC0 1.0","Guinea-Bissau","1"
"2708","CC0 1.0","Guyana","0"
"2709","CC0 1.0","Haiti","3"
"2710","CC0 1.0","Heard Island and Mcdonald Islands","0"
"2711","CC0 1.0","Holy See (Vatican City State)","1"
"2712","CC0 1.0","Honduras","3"
"2713","CC0 1.0","Hong Kong","912"
"2714","CC0 1.0","Hungary","125"
"2715","CC0 1.0","Iceland","52"
"2716","CC0 1.0","India","3860"
"2717","CC0 1.0","Indonesia","430"
"2718","CC0 1.0","Iran, Islamic Republic of","90"
"2719","CC0 1.0","Iraq","17"
"2720","CC0 1.0","Ireland","3750"
"2721","CC0 1.0","Israel","27"
"2722","CC0 1.0","Italy","3290"
"2723","CC0 1.0","Jamaica","0"
"2724","CC0 1.0","Japan","2730"
"2725","CC0 1.0","Jordan","2"
"2726","CC0 1.0","Kazakhstan","2"
"2727","CC0 1.0","Kenya","57"
"2728","CC0 1.0","Kiribati","0"
"2729","CC0 1.0","Korea, Democratic People's Republic of","0"
"2730","CC0 1.0","Korea, Republic of","1310"
"2731","CC0 1.0","Kuwait","0"
"2732","CC0 1.0","Kyrgyzstan","2"
"2733","CC0 1.0","Lao People's Democratic Republic","0"
"2734","CC0 1.0","Latvia","22"
"2735","CC0 1.0","Lebanon","9"
"2736","CC0 1.0","Lesotho","5"
"2737","CC0 1.0","Liberia","0"
"2738","CC0 1.0","Libyan Arab Jamahiriya","5"
"2739","CC0 1.0","Liechtenstein","4"
"2740","CC0 1.0","Lithuania","452"
"2741","CC0 1.0","Luxembourg","11800"
"2742","CC0 1.0","Macao","1"
"2743","CC0 1.0","Macedonia, the Former Yugosalv Republic of","4"
"2744","CC0 1.0","Madagascar","644"
"2745","CC0 1.0","Malawi","2"
"2746","CC0 1.0","Malaysia","102"
"2747","CC0 1.0","Maldives","1"
"2748","CC0 1.0","Mali","0"
"2749","CC0 1.0","Malta","20"
"2750","CC0 1.0","Marshall Islands","0"
"2751","CC0 1.0","Martinique","0"
"2752","CC0 1.0","Mauritania","0"
"2753","CC0 1.0","Mauritius","1"
"2754","CC0 1.0","Mayotte","0"
"2755","CC0 1.0","Mexico","90"
"2756","CC0 1.0","Micronesia, Federated States of","0"
"2757","CC0 1.0","Moldova, Republic of","7"
"2758","CC0 1.0","Monaco","0"
"2759","CC0 1.0","Mongolia","4"
"2760","CC0 1.0","Montserrat","0"
"2761","CC0 1.0","Morocco","1"
"2762","CC0 1.0","Mozambique","6"
"2763","CC0 1.0","Myanmar","2"
"2764","CC0 1.0","Namibia","3"
"2765","CC0 1.0","Nauru","0"
"2766","CC0 1.0","Nepal","9"
"2767","CC0 1.0","Netherlands","7550"
"2768","CC0 1.0","Netherlands Antilles","0"
"2769","CC0 1.0","New Caledonia","6"
"2770","CC0 1.0","New Zealand","340"
"2771","CC0 1.0","Nicaragua","0"
"2772","CC0 1.0","Niger","0"
"2773","CC0 1.0","Nigeria","285"
"2774","CC0 1.0","Niue","0"
"2775","CC0 1.0","Norfolk Island","0"
"2776","CC0 1.0","Northern Mariana Islands","0"
"2777","CC0 1.0","Norway","260"
"2778","CC0 1.0","Oman","0"
"2779","CC0 1.0","Pakistan","13"
"2780","CC0 1.0","Palau","0"
"2781","CC0 1.0","Palestinian Territory","9"
"2782","CC0 1.0","Panama","3"
"2783","CC0 1.0","Papua New Guinea","0"
"2784","CC0 1.0","Paraguay","2"
"2785","CC0 1.0","Peru","17"
"2786","CC0 1.0","Philippines","34"
"2787","CC0 1.0","Pitcairn","0"
"2788","CC0 1.0","Poland","14300"
"2789","CC0 1.0","Portugal","1100"
"2790","CC0 1.0","Puerto Rico","4"
"2791","CC0 1.0","Qatar","46"
"2792","CC0 1.0","Reunion","0"
"2793","CC0 1.0","Romania","102"
"2794","CC0 1.0","Russian Federation","407"
"2795","CC0 1.0","Rwanda","6"
"2796","CC0 1.0","Saint Helena","7"
"2797","CC0 1.0","Saint Kitts and Nevis","0"
"2798","CC0 1.0","Saint Lucia","0"
"2799","CC0 1.0","Saint Pierre and Miquelon","27"
"2800","CC0 1.0","Saint Vincent and the Grenadines","0"
"2801","CC0 1.0","Samoa","3"
"2802","CC0 1.0","San Marino","0"
"2803","CC0 1.0","Sao Tome and Principe","0"
"2804","CC0 1.0","Saudi Arabia","84"
"2805","CC0 1.0","Senegal","0"
"2806","CC0 1.0","Serbia and Montenegro","21600000"
"2807","CC0 1.0","Seychelles","0"
"2808","CC0 1.0","Sierra Leone","1"
"2809","CC0 1.0","Singapore","309"
"2810","CC0 1.0","Slovakia","25"
"2811","CC0 1.0","Slovenia","38"
"2812","CC0 1.0","Solomon Islands","0"
"2813","CC0 1.0","Somalia","6"
"2814","CC0 1.0","South Africa","694"
"2815","CC0 1.0","South Georgia and the South Sandwich Islands","1"
"2816","CC0 1.0","Spain","4530"
"2817","CC0 1.0","Sri Lanka","17"
"2818","CC0 1.0","Sudan","3"
"2819","CC0 1.0","Suriname","0"
"2820","CC0 1.0","Svalbard and Jan Mayen","0"
"2821","CC0 1.0","Swaziland","0"
"2822","CC0 1.0","Sweden","2470"
"2823","CC0 1.0","Switzerland","4270"
"2824","CC0 1.0","Syrian Arab Republic","2"
"2825","CC0 1.0","Taiwan, Province of China","93"
"2826","CC0 1.0","Tajikistan","0"
"2827","CC0 1.0","Tanzania, United Republic of","32"
"2828","CC0 1.0","Thailand","32"
"2829","CC0 1.0","Togo","1"
"2830","CC0 1.0","Tokelau","0"
"2831","CC0 1.0","Tonga","5"
"2832","CC0 1.0","Trinidad and Tobago","11"
"2833","CC0 1.0","Tunisia","1"
"2834","CC0 1.0","Turkey","178"
"2835","CC0 1.0","Turkmenistan","2"
"2836","CC0 1.0","Turks and Caicos Islands","0"
"2837","CC0 1.0","Tuvalu","0"
"2838","CC0 1.0","Uganda","202"
"2839","CC0 1.0","Ukraine","54"
"2840","CC0 1.0","United Arab Emirates","14"
"2841","CC0 1.0","United Kingdom","22400"
"2842","CC0 1.0","United States","19900000"
"2843","CC0 1.0","United States Minor Outlying Islands","0"
"2844","CC0 1.0","Uruguay","9"
"2845","CC0 1.0","Uzbekistan","1"
"2846","CC0 1.0","Vanuatu","0"
"2847","CC0 1.0","Venezuela","4"
"2848","CC0 1.0","Vietnam","36"
"2849","CC0 1.0","Virgin Islands, British","3"
"2850","CC0 1.0","Virgin Islands, U.S.","5"
"2851","CC0 1.0","Wallis and Futuna","0"
"2852","CC0 1.0","Western Sahara","0"
"2853","CC0 1.0","Yemen","4"
"2854","CC0 1.0","Yugoslavia","0"
"2855","CC0 1.0","Zambia","4"
"2856","CC0 1.0","Zimbabwe","0"
